BIBNO,AGE,GENDER,CATEGORY,SWIM,T1,BIKE,T2,RUN,FINALTM
1711,28,F,F OPEN,00:24:06,00:16:38,01:52:52,00:07:53,01:03:17,03:44:46
1713,28,F,F OPEN,00:19:51,00:06:31,01:29:49,00:02:24,00:57:55,02:56:30
1714,28,F,F OPEN,00:23:11,00:12:32,01:43:34,00:03:19,01:13:41,03:36:17
1717,28,F,F OPEN,00:24:32,00:08:29,01:25:06,00:04:23,00:56:28,02:58:58
1723,28,F,F OPEN,00:18:28,00:06:22,01:17:51,00:01:53,00:50:30,02:35:04
1727,29,F,F OPEN,00:30:38,00:15:53,01:50:50,00:05:21,01:13:33,03:56:15
1729,29,F,F OPEN,00:23:39,00:09:34,01:25:40,00:03:15,01:06:34,03:08:42
1730,29,F,F OPEN,00:23:18,00:10:16,01:39:58,00:04:09,01:10:55,03:28:36
1732,29,F,F OPEN,00:25:03,00:11:08,01:34:32,00:03:24,01:04:38,03:18:45
1733,29,F,F OPEN,00:20:42,00:08:01,01:38:50,00:01:50,00:59:49,03:09:12
1734,29,F,F OPEN,00:24:12,00:12:10,01:38:29,00:06:07,00:50:29,03:11:27
1735,29,F,F OPEN,00:17:36,00:04:53,01:25:22,00:01:34,00:45:27,02:34:52
1736,29,F,F OPEN,00:24:35,00:11:47,01:40:23,00:04:00,00:50:36,03:11:21
1740,29,F,F OPEN,00:18:28,00:09:24,01:32:07,00:02:17,01:00:09,03:02:25
1742,29,F,F OPEN,00:24:32,00:11:09,02:11:07,00:01:52,00:55:57,03:44:37
1744,29,F,F OPEN,00:23:18,00:09:35,01:50:07,00:03:21,00:55:00,03:21:21
1745,29,F,F OPEN,00:26:07,00:10:19,01:48:10,00:04:22,01:09:48,03:38:46
1746,29,F,F OPEN,00:24:44,00:10:34,01:35:09,00:03:13,01:03:07,03:16:47
1747,29,F,F OPEN,00:22:20,00:08:03,01:32:33,00:02:00,00:49:43,02:54:39
1751,29,F,F OPEN,00:20:27,00:09:23,01:30:58,00:02:16,00:50:01,02:53:05
1753,29,F,F OPEN,00:21:57,00:08:23,01:37:26,00:02:41,00:50:01,03:00:28
1754,29,F,F OPEN,00:17:24,00:05:17,01:20:36,00:01:27,00:44:52,02:29:36
1755,29,F,F OPEN,00:21:40,00:08:47,01:36:12,00:02:40,00:59:32,03:08:51
1757,29,F,F OPEN,00:19:21,00:06:53,01:32:44,00:03:36,00:59:32,03:02:06
1758,29,F,F OPEN,00:23:40,00:12:15,01:57:47,00:03:03,01:04:00,03:40:45
1759,29,F,F OPEN,00:18:51,00:06:01,01:24:11,00:01:11,00:42:58,02:33:12
1760,29,F,F OPEN,00:20:21,00:10:39,01:37:58,00:03:01,00:53:15,03:05:14
1761,29,F,F OPEN,00:16:40,00:06:20,01:24:47,00:02:57,00:47:53,02:38:37
1762,29,F,F OPEN,00:22:46,00:13:39,01:58:32,00:04:50,01:12:37,03:52:24
1763,29,F,F OPEN,00:22:25,00:11:19,01:27:07,00:03:17,00:59:34,03:03:42
1764,29,F,F OPEN,00:23:05,00:10:16,01:49:02,00:05:31,01:12:37,03:40:31
1766,29,F,F OPEN,00:21:49,00:09:03,01:39:50,00:01:35,00:55:05,03:07:22
1767,29,F,F OPEN,00:22:27,00:09:26,01:39:18,00:02:05,00:50:02,03:03:18
1770,29,F,F OPEN,00:20:34,00:06:58,01:28:39,00:03:20,00:49:46,02:49:17
1771,29,F,F OPEN,00:19:32,00:08:09,01:25:17,00:02:11,00:50:05,02:45:14
1773,29,F,F OPEN,00:25:50,00:14:49,02:09:41,00:04:44,01:22:40,04:17:44
1774,29,F,F OPEN,00:25:50,00:14:47,01:55:42,00:05:37,01:19:13,04:01:09
1775,29,F,F OPEN,00:24:20,00:18:37,01:49:20,00:08:31,00:57:04,03:37:52
1776,29,F,F OPEN,00:20:39,00:09:49,01:33:33,00:02:45,01:07:47,03:14:33
1777,29,F,F OPEN,00:22:38,00:06:54,01:31:06,00:01:47,00:52:25,02:54:50
1778,29,F,F OPEN,00:25:24,00:15:28,02:04:33,00:03:58,01:11:57,04:01:20
1779,29,F,F OPEN,00:18:35,00:05:30,01:27:47,00:02:05,01:01:22,02:55:19
1780,30,F,F OPEN,00:21:49,00:10:09,01:39:01,00:03:38,00:56:49,03:11:26
1781,30,F,F OPEN,00:23:29,00:09:52,01:26:34,00:04:47,00:55:32,03:00:14
1782,30,F,F OPEN,00:24:42,00:12:58,01:41:16,00:05:50,01:02:12,03:26:58
1783,30,F,F OPEN,00:18:51,00:05:32,01:23:00,00:01:15,00:43:32,02:32:10
1784,30,F,F OPEN,00:24:08,00:14:46,02:01:40,00:03:28,01:17:03,04:01:05
1786,30,F,F OPEN,00:21:40,00:10:26,01:56:47,00:04:44,00:57:26,03:31:03
1788,30,F,F OPEN,00:21:24,00:12:16,01:44:32,00:07:13,00:51:08,03:16:33
1789,30,F,F OPEN,00:27:15,00:13:59,02:02:14,00:09:00,01:06:51,03:59:19
1790,30,F,F OPEN,00:21:22,00:07:32,01:36:18,00:02:04,00:55:19,03:02:35
1791,30,F,F OPEN,00:20:49,00:06:27,01:23:44,00:02:39,00:44:39,02:38:18
1793,30,F,F OPEN,00:25:01,00:24:19,02:02:08,00:08:31,01:29:21,04:29:20
1794,30,F,F OPEN,00:29:49,00:13:42,02:01:48,00:07:11,01:09:48,04:02:18
1795,30,F,F OPEN,00:23:03,00:06:49,01:36:02,00:02:49,00:51:51,03:00:34
1796,30,F,F OPEN,00:23:29,00:16:10,01:56:47,00:14:17,01:10:55,04:01:38
1797,30,F,F OPEN,00:26:07,00:10:27,01:54:33,00:04:44,01:14:34,03:50:25
1798,30,F,F OPEN,00:21:38,00:08:51,01:50:40,00:04:14,00:56:32,03:21:55
1799,30,F,F OPEN,00:22:15,00:09:05,01:31:32,00:03:36,01:18:18,03:24:46
1800,30,F,F OPEN,00:21:49,00:06:29,01:21:33,00:01:54,00:53:09,02:44:54
1804,30,F,F OPEN,00:24:57,00:09:41,01:49:42,00:04:58,01:09:46,03:39:04
1805,30,F,F OPEN,00:19:42,00:10:49,01:37:27,00:04:12,00:56:26,03:08:36
1806,30,F,F OPEN,00:20:09,00:09:30,01:25:53,00:03:06,00:49:43,02:48:21
1807,30,F,F OPEN,00:15:42,00:05:28,01:16:59,00:01:29,00:43:51,02:23:29
1808,30,F,F OPEN,00:23:35,00:07:05,01:22:55,00:02:29,00:45:43,02:41:47
1809,30,F,F OPEN,00:24:40,00:14:04,02:26:39,00:03:37,01:32:29,04:41:29
1811,30,F,F OPEN,00:26:25,00:13:02,01:41:22,00:02:56,01:10:17,03:34:02
1812,30,F,F OPEN,00:17:29,00:09:22,01:34:17,00:02:26,01:03:01,03:06:35
1814,30,F,F OPEN,00:21:24,00:09:29,01:41:58,00:02:29,01:08:02,03:23:22
1816,30,F,F OPEN,00:23:54,00:09:12,01:44:24,00:02:31,00:59:47,03:19:48
1817,30,F,F OPEN,00:25:15,00:10:25,01:43:26,00:04:28,01:00:21,03:23:55
1818,30,F,F OPEN,00:19:22,00:05:20,01:20:50,00:01:31,00:48:41,02:35:44
1819,30,F,F OPEN,00:25:57,00:14:47,01:52:37,00:13:34,01:28:33,04:15:28
1820,30,F,F OPEN,00:26:02,00:12:39,01:51:43,00:08:57,01:11:12,03:50:33
1821,30,F,F OPEN,00:22:31,00:10:47,01:31:44,00:02:14,00:56:09,03:03:25
1822,30,F,F OPEN,00:19:22,00:06:34,01:29:36,00:01:41,00:56:32,02:53:45
1829,30,F,F OPEN,00:24:45,00:07:58,01:32:08,00:01:26,00:52:44,02:59:01
1830,30,F,F OPEN,00:21:28,00:08:50,01:34:10,00:05:22,01:13:52,03:23:42
1832,30,F,F OPEN,00:29:26,00:11:42,01:39:18,00:05:56,01:07:01,03:33:23
1833,30,F,F OPEN,00:23:17,00:17:05,01:50:06,00:05:26,01:06:22,03:42:16
1834,30,F,F OPEN,00:21:04,00:13:13,01:35:18,00:06:16,00:55:55,03:11:46
1835,30,F,F OPEN,00:23:49,00:05:53,01:25:34,00:01:29,00:46:31,02:43:16
1836,30,F,F OPEN,00:21:32,00:17:33,01:39:37,00:04:59,00:56:37,03:20:18
1837,30,F,F OPEN,00:20:43,00:07:57,01:23:22,00:02:22,01:06:10,03:00:34
1838,30,F,F OPEN,00:16:06,00:05:59,01:18:12,00:01:34,00:48:46,02:30:37
1840,31,F,F OPEN,00:20:37,00:06:51,01:18:50,00:02:27,00:57:35,02:46:20
1841,31,F,F OPEN,00:28:26,00:14:02,01:55:23,00:04:24,01:15:17,03:57:32
1843,31,F,F OPEN,00:20:46,00:09:07,01:39:01,00:03:48,01:00:18,03:13:00
1844,31,F,F OPEN,00:20:06,00:09:34,01:52:00,00:02:02,01:02:56,03:26:38
1846,31,F,F OPEN,00:20:24,00:07:32,01:38:36,00:02:44,00:56:36,03:05:52
1847,31,F,F OPEN,00:20:05,00:10:00,01:24:32,00:05:18,00:55:42,02:55:37
1848,31,F,F OPEN,00:22:28,00:07:19,01:22:57,00:02:08,00:52:54,02:47:46
1849,31,F,F OPEN,00:20:49,00:08:07,01:27:08,00:03:21,01:06:25,03:05:50
1851,31,F,F OPEN,00:20:45,00:06:22,01:30:40,00:02:19,00:48:33,02:48:39
1853,31,F,F OPEN,00:24:29,00:15:53,01:51:38,00:03:55,01:05:34,03:41:29
1855,31,F,F OPEN,00:19:09,00:07:07,01:25:52,00:03:00,00:56:23,02:51:31
1857,31,F,F OPEN,00:23:38,00:09:07,01:34:41,00:05:08,00:51:41,03:04:15
1860,31,F,F OPEN,00:26:13,00:15:08,02:02:34,00:05:01,01:25:35,04:14:31
1861,31,F,F OPEN,00:21:31,00:08:15,01:26:48,00:02:41,00:47:29,02:46:44
1862,31,F,F OPEN,00:21:21,00:09:46,01:34:22,00:03:39,00:58:08,03:07:16
1863,31,F,F OPEN,00:17:23,00:09:11,01:44:35,00:02:33,01:05:09,03:18:51
1864,31,F,F OPEN,00:20:03,00:08:02,01:26:27,00:02:41,00:50:44,02:47:57
1866,31,F,F OPEN,00:28:51,00:13:43,01:45:09,00:03:39,01:10:33,03:41:55
1869,31,F,F OPEN,00:19:22,00:06:48,01:25:46,00:03:13,00:47:18,02:42:27
1870,31,F,F OPEN,00:20:59,00:11:55,01:53:32,00:04:22,00:57:33,03:28:21
1871,31,F,F OPEN,00:21:56,00:08:55,01:24:09,00:03:39,00:56:09,02:54:48
1872,31,F,F OPEN,00:21:57,00:10:43,01:26:53,00:02:30,00:56:14,02:58:17
1873,31,F,F OPEN,00:17:59,00:07:33,01:44:09,00:02:30,01:02:44,03:14:55
1874,31,F,F OPEN,00:19:44,00:09:28,01:41:38,00:03:47,01:12:19,03:26:56
1876,31,F,F OPEN,00:22:30,00:09:26,02:02:16,00:02:37,00:56:30,03:33:19
1877,31,F,F OPEN,00:30:22,00:10:02,01:54:57,00:04:08,01:04:01,03:43:30
1878,31,F,F OPEN,00:19:59,00:06:25,01:20:48,00:01:42,00:48:32,02:37:26
1879,31,F,F OPEN,00:24:35,00:10:59,01:51:24,00:02:36,01:17:13,03:46:47
1881,31,F,F OPEN,00:22:05,00:14:12,01:41:33,00:07:02,01:09:01,03:33:53
1882,31,F,F OPEN,00:21:15,00:06:49,01:37:49,00:02:49,00:52:50,03:01:32
1886,31,F,F OPEN,00:20:17,00:11:54,01:37:04,00:02:08,00:54:16,03:05:39
1887,31,F,F OPEN,00:20:52,00:08:43,01:52:24,00:03:43,00:58:53,03:24:35
1888,31,F,F OPEN,00:21:37,00:08:32,01:26:06,00:02:23,00:59:24,02:58:02
1889,31,F,F OPEN,00:23:37,00:08:13,01:35:05,00:02:56,00:56:27,03:06:18
1892,31,F,F OPEN,00:19:25,00:07:42,01:25:12,00:02:05,00:54:19,02:48:43
1893,31,F,F OPEN,00:21:48,00:10:46,01:39:11,00:03:20,01:01:30,03:16:35
1894,31,F,F OPEN,00:21:03,00:07:05,01:21:43,00:01:39,00:50:10,02:41:40
1895,31,F,F OPEN,00:24:32,00:08:16,01:23:43,00:02:31,01:13:42,03:12:44
1896,31,F,F OPEN,00:24:55,00:09:01,01:26:55,00:01:52,00:53:53,02:56:36
1897,31,F,F OPEN,00:20:45,00:16:57,02:08:46,00:05:23,01:24:09,04:16:00
1898,31,F,F OPEN,00:19:47,00:07:07,01:16:00,00:01:46,00:56:36,02:41:16
1899,31,F,F OPEN,00:21:09,00:13:00,01:40:10,00:02:35,00:57:04,03:13:58
1900,32,F,F OPEN,00:19:19,00:07:07,01:30:49,00:01:37,00:49:16,02:48:08
1901,32,F,F OPEN,00:24:33,00:09:24,01:38:49,00:03:18,01:01:34,03:17:38
1903,32,F,F OPEN,00:22:37,00:09:12,01:26:35,00:03:48,00:56:56,02:59:08
1904,32,F,F OPEN,00:25:39,00:24:16,01:50:04,00:12:02,01:11:18,04:03:19
1905,32,F,F OPEN,00:20:41,00:07:02,01:27:26,00:02:54,00:59:12,02:57:15
1906,32,F,F OPEN,00:26:53,00:14:07,02:31:11,00:07:30,01:07:58,04:27:39
1908,32,F,F OPEN,00:22:35,00:09:21,01:35:10,00:02:51,01:08:30,03:18:27
1909,32,F,F OPEN,00:21:10,00:09:09,01:33:13,00:02:34,00:58:33,03:04:39
1912,32,F,F OPEN,00:20:27,00:11:18,02:00:46,00:10:04,01:14:21,03:56:56
1913,32,F,F OPEN,00:21:42,00:09:48,01:42:40,00:04:00,01:03:11,03:21:21
1915,32,F,F OPEN,00:19:46,00:07:52,01:26:57,00:02:42,00:58:29,02:55:46
1916,32,F,F OPEN,00:22:42,00:07:57,01:31:54,00:02:34,01:07:39,03:12:46
1917,32,F,F OPEN,00:24:00,00:09:34,01:48:52,00:03:16,00:59:38,03:25:20
1918,32,F,F OPEN,00:17:19,00:05:42,01:14:58,00:01:56,00:49:22,02:29:17
1919,32,F,F OPEN,00:21:13,00:08:39,01:37:38,00:02:06,01:05:08,03:14:44
1920,32,F,F OPEN,00:26:55,00:16:09,01:52:29,00:06:59,01:24:40,04:07:12
1921,32,F,F OPEN,00:19:58,00:07:17,01:34:28,00:02:22,00:59:13,03:03:18
1923,32,F,F OPEN,00:18:11,00:07:24,01:20:54,00:02:06,00:49:41,02:38:16
1924,32,F,F OPEN,00:18:01,00:07:17,01:30:28,00:02:21,00:48:16,02:46:23
1925,32,F,F OPEN,00:18:24,00:08:57,01:32:06,00:02:17,01:13:34,03:15:18
1926,32,F,F OPEN,00:19:03,00:12:30,01:37:57,00:02:50,00:57:42,03:10:02
1930,32,F,F OPEN,00:17:26,00:11:18,01:59:39,00:03:05,01:20:30,03:51:58
1932,32,F,F OPEN,00:17:56,00:06:19,01:22:43,00:01:49,00:53:14,02:42:01
1933,32,F,F OPEN,00:22:28,00:07:53,01:28:30,00:03:55,01:07:52,03:10:38
1934,32,F,F OPEN,00:23:27,00:15:02,01:45:30,00:08:07,00:55:49,03:27:55
1936,32,F,F OPEN,00:19:11,00:10:04,01:39:13,00:04:33,01:09:02,03:22:03
1937,32,F,F OPEN,00:23:38,00:06:59,01:23:36,00:02:38,00:47:06,02:43:57
1938,32,F,F OPEN,00:22:28,00:07:22,01:29:36,00:03:08,00:48:28,02:51:02
1939,32,F,F OPEN,00:19:48,00:07:15,01:26:23,00:01:52,00:47:40,02:42:58
1942,32,F,F OPEN,00:29:40,00:11:48,01:58:30,00:05:09,01:12:28,03:57:35
1943,32,F,F OPEN,00:21:32,00:08:47,01:25:17,00:03:32,00:57:00,02:56:08
1944,32,F,F OPEN,00:17:56,00:06:50,01:48:11,00:02:36,01:10:34,03:26:07
1945,32,F,F OPEN,00:17:28,00:07:14,01:31:19,00:01:50,00:59:50,02:57:41
1948,32,F,F OPEN,00:16:22,00:06:01,01:22:32,00:01:50,00:50:10,02:36:55
1949,32,F,F OPEN,00:20:49,00:11:46,01:39:17,00:04:43,01:03:59,03:20:34
1950,32,F,F OPEN,00:19:03,00:06:19,01:20:01,00:01:53,00:47:46,02:35:02
1951,32,F,F OPEN,00:20:20,00:09:57,01:36:00,00:02:15,00:51:26,02:59:58
1952,32,F,F OPEN,00:18:33,00:08:07,01:42:30,00:02:38,00:57:54,03:09:42
1954,32,F,F OPEN,00:22:16,00:09:37,01:24:44,00:03:30,00:53:51,02:53:58
1955,32,F,F OPEN,00:31:53,00:10:10,02:13:21,00:05:31,01:12:43,04:13:38
1956,32,F,F OPEN,00:29:22,00:12:54,01:47:30,00:04:04,01:08:12,03:42:02
1958,32,F,F OPEN,00:18:08,00:09:42,01:40:06,00:04:11,00:58:38,03:10:45
1959,32,F,F OPEN,00:23:07,00:13:21,02:06:10,00:03:22,01:06:35,03:52:35
1960,32,F,F OPEN,00:23:34,00:09:54,01:23:45,00:03:16,01:01:59,03:02:28
1964,32,F,F OPEN,00:18:14,00:05:53,01:29:32,00:01:09,00:58:35,02:53:23
1965,32,F,F OPEN,00:23:51,00:12:39,01:33:01,00:06:05,00:49:22,03:04:58
1966,32,F,F OPEN,00:27:16,00:10:12,01:39:20,00:02:56,01:02:45,03:22:29
1967,32,F,F OPEN,00:34:00,00:25:32,01:51:41,00:03:17,01:06:10,04:00:40
1969,32,F,F OPEN,00:18:37,00:09:10,01:45:57,00:02:57,01:12:56,03:29:37
1970,32,F,F OPEN,00:21:44,00:14:46,01:46:01,00:05:21,01:07:57,03:35:49
1971,32,F,F OPEN,00:27:57,00:15:19,01:57:14,00:06:07,00:56:37,03:43:14
1974,33,F,F OPEN,00:17:49,00:05:57,01:18:06,00:01:45,00:49:33,02:33:10
1975,33,F,F OPEN,00:22:36,00:06:23,01:22:53,00:02:10,00:45:54,02:39:56
1977,33,F,F OPEN,00:22:12,00:08:15,01:28:51,00:02:29,01:11:36,03:13:23
1979,33,F,F OPEN,00:20:20,00:06:38,01:37:28,00:02:10,00:58:14,03:04:50
1980,33,F,F OPEN,00:24:15,00:09:43,01:39:06,00:03:23,01:01:22,03:17:49
1983,33,F,F OPEN,00:22:35,00:07:34,01:36:55,00:02:18,00:51:03,03:00:25
1984,33,F,F OPEN,00:19:03,00:07:58,01:30:22,00:03:34,00:47:59,02:48:56
1987,33,F,F OPEN,00:19:49,00:07:05,01:30:58,00:01:27,00:59:54,02:59:13
1988,33,F,F OPEN,00:23:43,00:09:34,01:38:21,00:02:47,01:05:44,03:20:09
1990,33,F,F OPEN,00:19:19,00:06:10,01:21:10,00:03:14,00:55:01,02:44:54
1992,33,F,F OPEN,00:20:01,00:05:48,01:29:50,00:02:46,00:54:27,02:52:52
1993,33,F,F OPEN,00:17:34,00:07:14,01:29:55,00:02:21,01:00:50,02:57:54
1996,33,F,F OPEN,00:22:09,00:05:51,01:30:57,00:02:00,00:58:52,02:59:49
1997,33,F,F OPEN,00:28:13,00:14:07,01:42:06,00:07:59,01:06:34,03:38:59
1998,33,F,F OPEN,00:38:21,00:21:38,02:48:09,00:09:07,01:38:18,05:35:33
1999,33,F,F OPEN,00:24:08,00:08:29,01:30:27,00:02:16,01:05:10,03:10:30
2005,33,F,F OPEN,00:23:10,00:06:14,01:20:27,00:03:30,00:54:34,02:47:55
2006,33,F,F OPEN,00:19:38,00:06:37,01:31:05,00:01:55,00:44:53,02:44:08
2007,33,F,F OPEN,00:30:01,00:13:30,03:01:18,00:05:43,01:22:14,05:12:46
2008,33,F,F OPEN,00:21:15,00:08:33,01:39:35,00:03:29,00:57:37,03:10:29
2009,33,F,F OPEN,00:20:47,00:10:21,01:30:59,00:03:55,00:58:19,03:04:21
2010,33,F,F OPEN,00:25:10,00:07:02,01:24:15,00:02:40,00:48:41,02:47:48
2013,33,F,F OPEN,00:20:31,00:11:06,01:37:11,00:02:52,01:13:25,03:25:05
2016,33,F,F OPEN,00:23:27,00:09:09,01:46:25,00:03:29,00:59:29,03:21:59
2017,33,F,F OPEN,00:22:09,00:11:03,01:49:57,00:05:38,01:06:10,03:34:57
2018,33,F,F OPEN,00:22:59,00:10:15,01:44:09,00:02:59,00:56:27,03:16:49
2020,33,F,F OPEN,00:21:04,00:09:03,01:40:35,00:02:30,01:00:46,03:13:58
2021,33,F,F OPEN,00:24:52,00:12:02,01:52:21,00:02:59,00:55:07,03:27:21
2022,33,F,F OPEN,00:21:35,00:07:54,01:36:37,00:01:41,00:45:22,02:53:09
2023,33,F,F OPEN,00:22:35,00:08:12,01:35:11,00:02:54,01:00:20,03:09:12
2024,33,F,F OPEN,00:21:54,00:12:23,01:32:53,00:06:41,01:04:54,03:18:45
2025,33,F,F OPEN,00:23:44,00:11:06,01:31:54,00:04:22,00:52:22,03:03:28
2027,33,F,F OPEN,00:28:14,00:18:28,01:45:23,00:04:00,01:11:39,03:47:44
2028,33,F,F OPEN,00:22:46,00:06:44,01:20:58,00:01:59,00:50:24,02:42:51
2031,33,F,F OPEN,00:19:21,00:07:08,01:17:04,00:02:29,00:48:30,02:34:32
2033,33,F,F OPEN,00:21:32,00:07:06,01:40:58,00:01:54,01:00:49,03:12:19
2035,33,F,F OPEN,00:22:32,00:09:27,01:28:21,00:02:12,00:56:43,02:59:15
2036,33,F,F OPEN,00:18:17,00:07:53,01:30:38,00:03:23,00:52:47,02:52:58
2037,33,F,F OPEN,00:20:30,00:07:23,01:27:21,00:01:55,00:47:23,02:44:32
2038,34,F,F OPEN,00:20:37,00:09:47,01:57:22,00:02:53,01:18:48,03:49:27
2039,34,F,F OPEN,00:19:42,00:08:39,01:30:27,00:02:34,00:57:24,02:58:46
2042,34,F,F OPEN,00:18:43,00:06:22,01:17:07,00:02:09,00:42:52,02:27:13
2043,34,F,F OPEN,00:23:51,00:11:18,01:37:13,00:03:29,01:04:17,03:20:08
2044,34,F,F OPEN,00:24:38,00:11:29,01:55:29,00:04:23,01:22:55,03:58:54
2047,34,F,F OPEN,00:21:54,00:09:22,01:43:30,00:01:50,01:03:40,03:20:16
2049,34,F,F OPEN,00:22:01,00:06:21,01:33:10,00:02:00,01:00:15,03:03:47
2054,34,F,F OPEN,00:21:46,00:06:40,01:25:55,00:02:38,00:52:49,02:49:48
2056,34,F,F OPEN,00:23:54,00:07:57,01:38:41,00:02:32,01:01:59,03:15:03
2057,34,F,F OPEN,00:17:56,00:06:55,01:34:50,00:02:29,00:51:30,02:53:40
2059,34,F,F OPEN,00:21:51,00:10:09,01:37:34,00:04:16,01:08:41,03:22:31
2060,34,F,F OPEN,00:20:50,00:07:39,01:29:04,00:02:31,00:59:47,02:59:51
2061,34,F,F OPEN,00:25:00,00:10:41,01:38:44,00:06:10,01:10:20,03:30:55
2063,34,F,F OPEN,00:26:58,00:10:37,01:44:06,00:04:12,00:58:33,03:24:26
2066,34,F,F OPEN,00:19:14,00:07:40,01:32:04,00:03:37,01:00:08,03:02:43
2067,34,F,F OPEN,00:19:43,00:06:50,01:35:59,00:01:49,01:02:39,03:07:00
2068,34,F,F OPEN,00:22:00,00:09:22,01:45:20,00:03:23,01:07:08,03:27:13
2070,34,F,F OPEN,00:21:06,00:06:14,01:29:37,00:01:48,00:52:58,02:51:43
2071,34,F,F OPEN,00:20:22,00:09:51,01:42:19,00:05:18,01:03:18,03:21:08
2072,34,F,F OPEN,00:20:23,00:17:49,01:53:33,00:07:22,01:12:01,03:51:08
2076,34,F,F OPEN,00:19:51,00:07:02,01:24:09,00:02:03,00:49:59,02:43:04
2077,34,F,F OPEN,00:32:05,00:10:14,01:53:21,00:04:04,01:00:31,03:40:15
2080,34,F,F OPEN,00:20:55,00:06:49,01:23:28,00:02:13,00:50:29,02:43:54
2082,34,F,F OPEN,00:21:52,00:08:25,01:27:36,00:02:07,00:57:36,02:57:36
2083,34,F,F OPEN,00:23:49,00:11:42,01:59:05,00:05:07,01:02:57,03:42:40
2084,34,F,F OPEN,00:25:11,00:09:08,01:41:58,00:03:51,00:56:58,03:17:06
2086,34,F,F OPEN,00:17:34,00:04:56,01:20:11,00:01:07,00:45:00,02:28:48
2088,34,F,F OPEN,00:21:20,00:10:58,01:45:35,00:02:45,00:50:29,03:11:07
2089,34,F,F OPEN,00:22:53,00:14:36,03:00:02,00:04:30,01:22:55,05:04:56
2091,34,F,F OPEN,00:22:15,00:09:01,01:31:21,00:01:57,00:53:06,02:57:40
2093,35,F,F OPEN,00:18:37,00:05:50,01:22:53,00:01:31,00:44:18,02:33:09
2094,35,F,F OPEN,00:22:34,00:10:46,01:22:10,00:04:21,00:54:08,02:53:59
2096,35,F,F OPEN,00:21:22,00:07:32,01:27:45,00:03:51,00:56:09,02:56:39
2097,35,F,F OPEN,00:20:05,00:05:43,01:28:13,00:01:33,00:49:54,02:45:28
2099,35,F,F OPEN,00:17:03,00:06:39,01:26:56,00:01:26,00:49:08,02:41:12
2101,35,F,F OPEN,00:27:28,00:12:00,01:35:45,00:03:57,01:06:29,03:25:39
2103,35,F,F OPEN,00:19:03,00:12:06,01:43:48,00:06:59,01:16:32,03:38:28
2104,35,F,F OPEN,00:25:06,00:11:23,01:33:34,00:03:04,00:56:11,03:09:18
2105,35,F,F OPEN,00:21:46,00:12:50,01:31:19,00:04:19,00:54:04,03:04:18
2106,35,F,F OPEN,00:18:48,00:09:20,01:30:12,00:07:27,00:55:18,03:01:05
2107,35,F,F OPEN,00:23:02,00:09:57,01:35:20,00:02:51,00:56:03,03:07:13
2108,35,F,F OPEN,00:22:24,00:09:32,01:52:31,00:03:20,01:16:51,03:44:38
2109,35,F,F OPEN,00:20:59,00:09:38,01:28:58,00:05:06,01:20:34,03:25:15
2112,35,F,F OPEN,00:20:59,00:08:58,01:32:27,00:02:17,00:54:43,02:59:24
2113,35,F,F OPEN,00:20:32,00:10:02,01:42:23,00:03:27,00:56:37,03:13:01
2114,35,F,F OPEN,00:23:14,00:08:34,01:42:27,00:02:00,00:59:23,03:15:38
2117,35,F,F OPEN,00:19:53,00:16:35,01:58:39,00:03:32,01:19:00,03:57:39
2118,35,F,F OPEN,00:25:56,00:12:44,01:54:36,00:04:38,00:57:36,03:35:30
2119,35,F,F OPEN,00:24:33,00:06:00,01:21:42,00:01:18,00:53:40,02:47:13
2122,35,F,F OPEN,00:28:31,00:10:13,01:53:46,00:03:52,01:07:43,03:44:05
2124,35,F,F OPEN,00:24:11,00:12:27,01:47:53,00:02:04,01:02:59,03:29:34
2125,35,F,F OPEN,00:19:16,00:09:21,01:32:34,00:03:03,00:59:01,03:03:15
2126,35,F,F OPEN,00:24:29,00:10:40,01:41:40,00:03:44,01:06:09,03:26:42
2127,35,F,F OPEN,00:16:40,00:06:28,01:30:59,00:02:04,00:50:40,02:46:51
2128,35,F,F OPEN,00:33:20,00:16:50,01:48:23,00:05:02,01:13:36,03:57:11
2129,35,F,F OPEN,00:18:40,00:05:39,01:18:48,00:01:08,00:45:27,02:29:42
2130,35,F,F OPEN,00:24:31,00:08:24,01:34:34,00:02:29,00:59:24,03:09:22
2132,35,F,F OPEN,00:17:36,00:04:50,01:17:12,00:01:33,00:41:18,02:22:29
2133,35,F,F OPEN,00:22:05,00:10:32,01:51:22,00:02:57,01:14:50,03:41:46
2135,35,F,F OPEN,00:25:57,00:08:25,01:50:26,00:02:23,01:09:37,03:36:48
2138,35,F,F OPEN,00:18:03,00:09:29,01:29:46,00:05:38,00:58:07,03:01:03
2139,35,F,F OPEN,00:20:18,00:10:03,01:43:04,00:02:53,01:03:29,03:19:47
2140,35,F,F OPEN,00:25:21,00:11:55,01:51:55,00:04:01,01:23:48,03:57:00
2141,35,F,F OPEN,00:27:37,00:13:50,01:53:35,00:04:16,00:50:50,03:30:08
2143,35,F,F OPEN,00:19:15,00:08:46,01:43:06,00:02:38,01:13:23,03:27:08
2145,35,F,F OPEN,00:21:06,00:15:55,01:45:29,00:04:32,00:58:26,03:25:28
2147,35,F,F OPEN,00:22:37,00:06:43,01:23:50,00:01:43,00:54:25,02:49:18
